sentence,verb,verb_idx,label
דברו השריץ עיט ובני שחץ דוהר תנינים והמיית דגים,שחץ,4,0
דברו השריץ עיט ובני שחץ דוהר תנינים והמיית דגים,דגים,8,0
דגים לאין חקר ורוב בהמה וחיה ורמש דץ באחרית אלה וריקם דמותו,דגים,0,0
דגים לאין חקר ורוב בהמה וחיה ורמש דץ באחרית אלה וריקם דמותו,בהמה,4,0
דגים לאין חקר ורוב בהמה וחיה ורמש דץ באחרית אלה וריקם דמותו,וחיה,5,0
דגים לאין חקר ורוב בהמה וחיה ורמש דץ באחרית אלה וריקם דמותו,דץ,7,0
דגים לאין חקר ורוב בהמה וחיה ורמש דץ באחרית אלה וריקם דמותו,וריקם,10,1
דגים לאין חקר ורוב בהמה וחיה ורמש דץ באחרית אלה וריקם דמותו,דמותו,11,1
דמותו עש גולם ורקמו מעפר דהרו לגן עדן ויישר לו דרך,דמותו,0,0
דמותו עש גולם ורקמו מעפר דהרו לגן עדן ויישר לו דרך,גולם,2,0
דמותו עש גולם ורקמו מעפר דהרו לגן עדן ויישר לו דרך,ורקמו,3,1
דמותו עש גולם ורקמו מעפר דהרו לגן עדן ויישר לו דרך,מעפר,4,1
דמותו עש גולם ורקמו מעפר דהרו לגן עדן ויישר לו דרך,עדן,7,0
דמותו עש גולם ורקמו מעפר דהרו לגן עדן ויישר לו דרך,לו,9,0
דמותו עש גולם ורקמו מעפר דהרו לגן עדן ויישר לו דרך,דרך,10,0
דרך עץ חיים לנצור צווהו דבק עזר לאשת והיא הדכשלתו,דרך,0,0
דרך עץ חיים לנצור צווהו דבק עזר לאשת והיא הדכשלתו,עץ,1,0
דרך עץ חיים לנצור צווהו דבק עזר לאשת והיא הדכשלתו,חיים,2,0
דרך עץ חיים לנצור צווהו דבק עזר לאשת והיא הדכשלתו,דבק,5,0
דרך עץ חיים לנצור צווהו דבק עזר לאשת והיא הדכשלתו,והיא,8,0
הכשלתו לדחי בעצת ערום הפילם בשחת ועדיים הפשיטם,ועדיים,6,1
הפשטם לבוש חתולה הדרה והסביכם למות היות אחרתם לרומה וגם הבל,לבוש,1,0
הפשטם לבוש חתולה הדרה והסביכם למות היות אחרתם לרומה וגם הבל,חתולה,2,0
הפשטם לבוש חתולה הדרה והסביכם למות היות אחרתם לרומה וגם הבל,היות,6,0
הפשטם לבוש חתולה הדרה והסביכם למות היות אחרתם לרומה וגם הבל,וגם,9,0
הפשטם לבוש חתולה הדרה והסביכם למות היות אחרתם לרומה וגם הבל,הבל,10,0
הבל נעשה צפע ושף על מעיים הגזר על יצור היות כלא היה,הבל,0,0
הבל נעשה צפע ושף על מעיים הגזר על יצור היות כלא היה,על,4,0
הבל נעשה צפע ושף על מעיים הגזר על יצור היות כלא היה,מעיים,5,1
הבל נעשה צפע ושף על מעיים הגזר על יצור היות כלא היה,על,7,0
הבל נעשה צפע ושף על מעיים הגזר על יצור היות כלא היה,היות,9,0
הבל נעשה צפע ושף על מעיים הגזר על יצור היות כלא היה,כלא,10,0
הבל נעשה צפע ושף על מעיים הגזר על יצור היות כלא היה,היה,11,0
היה כאחד ורד מכבוד הבחר לעזרו וחיבלה וילדה,היה,0,0
היה כאחד ורד מכבוד הבחר לעזרו וחיבלה וילדה,וילדה,7,0
וילדה לשנים לקנאה וגם הבל וחילו בשיי למלך צעיר ורב,וילדה,0,0
וילדה לשנים לקנאה וגם הבל וחילו בשיי למלך צעיר ורב,וגם,3,0
וילדה לשנים לקנאה וגם הבל וחילו בשיי למלך צעיר ורב,הבל,4,0
וילדה לשנים לקנאה וגם הבל וחילו בשיי למלך צעיר ורב,בשיי,6,1
וילדה לשנים לקנאה וגם הבל וחילו בשיי למלך צעיר ורב,למלך,7,1
וילדה לשנים לקנאה וגם הבל וחילו בשיי למלך צעיר ורב,צעיר,8,0
וילדה לשנים לקנאה וגם הבל וחילו בשיי למלך צעיר ורב,ורב,9,1
ורב קם בפתע והרג אח בפצע והונע פני ארץ ושב ונתיחדה,ורב,0,1
ורב קם בפתע והרג אח בפצע והונע פני ארץ ושב ונתיחדה,קם,1,0
ורב קם בפתע והרג אח בפצע והונע פני ארץ ושב ונתיחדה,אח,4,0
ורב קם בפתע והרג אח בפצע והונע פני ארץ ושב ונתיחדה,פני,7,1
ורב קם בפתע והרג אח בפצע והונע פני ארץ ושב ונתיחדה,ארץ,8,1
ורב קם בפתע והרג אח בפצע והונע פני ארץ ושב ונתיחדה,ושב,9,0
וניתחדה חטא ואז המלט באות והחבר יציר לעזר והמליטה ותהר,חטא,1,0
וניתחדה חטא ואז המלט באות והחבר יציר לעזר והמליטה ותהר,ואז,2,0
וניתחדה חטא ואז המלט באות והחבר יציר לעזר והמליטה ותהר,באות,4,0
וניתחדה חטא ואז המלט באות והחבר יציר לעזר והמליטה ותהר,יציר,6,0
וניתחדה חטא ואז המלט באות והחבר יציר לעזר והמליטה ותהר,והמליטה,8,0
ותהר זרע קרוא בשם למולך ומלך קרא לים ואבדם במי זעם,זרע,1,0
ותהר זרע קרוא בשם למולך ומלך קרא לים ואבדם במי זעם,בשם,3,0
ותהר זרע קרוא בשם למולך ומלך קרא לים ואבדם במי זעם,קרא,6,0
ותהר זרע קרוא בשם למולך ומלך קרא לים ואבדם במי זעם,במי,9,1
ותהר זרע קרוא בשם למולך ומלך קרא לים ואבדם במי זעם,זעם,10,1
זעם המטיר לדור מליאי חמס זכרם מחלד במטרות מי זע,זעם,0,1
זעם המטיר לדור מליאי חמס זכרם מחלד במטרות מי זע,המטיר,1,1
זעם המטיר לדור מליאי חמס זכרם מחלד במטרות מי זע,מליאי,3,1
זעם המטיר לדור מליאי חמס זכרם מחלד במטרות מי זע,חמס,4,1
זעם המטיר לדור מליאי חמס זכרם מחלד במטרות מי זע,זכרם,5,0
זעם המטיר לדור מליאי חמס זכרם מחלד במטרות מי זע,מי,8,0
זעם המטיר לדור מליאי חמס זכרם מחלד במטרות מי זע,זע,9,0
זע לא נגע בתיבת עצי גופר זך ומצפוניו המליט ממי זרם,זע,0,0
זע לא נגע בתיבת עצי גופר זך ומצפוניו המליט ממי זרם,לא,1,0
זע לא נגע בתיבת עצי גופר זך ומצפוניו המליט ממי זרם,עצי,4,0
זע לא נגע בתיבת עצי גופר זך ומצפוניו המליט ממי זרם,זך,6,1
זרם ונפץ בעת שובו מארץ זמם תמים דור וערך לצורך זבח,בעת,2,0
זרם ונפץ בעת שובו מארץ זמם תמים דור וערך לצורך זבח,מארץ,4,0
זרם ונפץ בעת שובו מארץ זמם תמים דור וערך לצורך זבח,תמים,6,0
זרם ונפץ בעת שובו מארץ זמם תמים דור וערך לצורך זבח,דור,7,0
זרם ונפץ בעת שובו מארץ זמם תמים דור וערך לצורך זבח,זבח,10,0
זבח ריצה צור וניחם אדמה זרעו הפריח בארץ ועליו חלקו,זבח,0,0
זבח ריצה צור וניחם אדמה זרעו הפריח בארץ ועליו חלקו,צור,2,1
זבח ריצה צור וניחם אדמה זרעו הפריח בארץ ועליו חלקו,אדמה,4,0
זבח ריצה צור וניחם אדמה זרעו הפריח בארץ ועליו חלקו,זרעו,5,1
זבח ריצה צור וניחם אדמה זרעו הפריח בארץ ועליו חלקו,הפריח,6,0
זבח ריצה צור וניחם אדמה זרעו הפריח בארץ ועליו חלקו,בארץ,7,0
זבח ריצה צור וניחם אדמה זרעו הפריח בארץ ועליו חלקו,חלקו,9,0
חלקו בייסדם עיר וגם מגדל חצו על אלוהים וניפצם פני חלד,חלקו,0,0
חלקו בייסדם עיר וגם מגדל חצו על אלוהים וניפצם פני חלד,עיר,2,0
חלקו בייסדם עיר וגם מגדל חצו על אלוהים וניפצם פני חלד,וגם,3,0
חלקו בייסדם עיר וגם מגדל חצו על אלוהים וניפצם פני חלד,על,6,0
חלקו בייסדם עיר וגם מגדל חצו על אלוהים וניפצם פני חלד,אלוהים,7,0
חלקו בייסדם עיר וגם מגדל חצו על אלוהים וניפצם פני חלד,פני,9,1
חלקו בייסדם עיר וגם מגדל חצו על אלוהים וניפצם פני חלד,חלד,10,1
חלד אז שקטה בביאת אזרח חסיד בפעלו פני מלך חיים,חלד,0,0
חלד אז שקטה בביאת אזרח חסיד בפעלו פני מלך חיים,אז,1,0
חלד אז שקטה בביאת אזרח חסיד בפעלו פני מלך חיים,פני,7,1
חלד אז שקטה בביאת אזרח חסיד בפעלו פני מלך חיים,מלך,8,1
חלד אז שקטה בביאת אזרח חסיד בפעלו פני מלך חיים,חיים,9,1
חיים אז חילצו מכבשן אש חינך גוויו באות ברית חיים,חיים,0,0
חיים אז חילצו מכבשן אש חינך גוויו באות ברית חיים,אז,1,0
חיים אז חילצו מכבשן אש חינך גוויו באות ברית חיים,אש,4,0
חיים אז חילצו מכבשן אש חינך גוויו באות ברית חיים,באות,7,0
חיים אז חילצו מכבשן אש חינך גוויו באות ברית חיים,ברית,8,0
חיים אז חילצו מכבשן אש חינך גוויו באות ברית חיים,חיים,9,0
חיים הנחיל לזרעו אחריו חיי עד מנת חלק טוב,חיים,0,0
חיים הנחיל לזרעו אחריו חיי עד מנת חלק טוב,לזרעו,2,1
חיים הנחיל לזרעו אחריו חיי עד מנת חלק טוב,אחריו,3,0
חיים הנחיל לזרעו אחריו חיי עד מנת חלק טוב,חיי,4,0
חיים הנחיל לזרעו אחריו חיי עד מנת חלק טוב,עד,5,0
חיים הנחיל לזרעו אחריו חיי עד מנת חלק טוב,חלק,7,0
חיים הנחיל לזרעו אחריו חיי עד מנת חלק טוב,טוב,8,0
טוב בניסיון עשרה תר לנסותו טע ממקורו אשכול טהור,טוב,0,0
טוב בניסיון עשרה תר לנסותו טע ממקורו אשכול טהור,עשרה,2,0
טוב בניסיון עשרה תר לנסותו טע ממקורו אשכול טהור,טע,5,1
טוב בניסיון עשרה תר לנסותו טע ממקורו אשכול טהור,ממקורו,6,1
טוב בניסיון עשרה תר לנסותו טע ממקורו אשכול טהור,אשכול,7,1
טוב בניסיון עשרה תר לנסותו טע ממקורו אשכול טהור,טהור,8,1
טהור בלי מום יחידו הגיש טס כנשר לכבש כריצת טלה,טהור,0,0
טהור בלי מום יחידו הגיש טס כנשר לכבש כריצת טלה,בלי,1,0
טהור בלי מום יחידו הגיש טס כנשר לכבש כריצת טלה,מום,2,0
טהור בלי מום יחידו הגיש טס כנשר לכבש כריצת טלה,טס,5,0
טהור בלי מום יחידו הגיש טס כנשר לכבש כריצת טלה,טלה,9,0
טלה העקד במרום מעריכת עצי עירך כשור אל טבח,טלה,0,0
טלה העקד במרום מעריכת עצי עירך כשור אל טבח,עצי,4,0
טלה העקד במרום מעריכת עצי עירך כשור אל טבח,אל,7,0
טבח אז ייחשב היות לניניו כופר טובת חסדיו רחום יזכור,אז,1,0
טבח אז ייחשב היות לניניו כופר טובת חסדיו רחום יזכור,ייחשב,2,0
טבח אז ייחשב היות לניניו כופר טובת חסדיו רחום יזכור,היות,3,0
טבח אז ייחשב היות לניניו כופר טובת חסדיו רחום יזכור,לניניו,4,1
טבח אז ייחשב היות לניניו כופר טובת חסדיו רחום יזכור,כופר,5,0
יזכור שבועת הר ייראה ילד נוצל מחרב יום זה יפקוד,שבועת,1,0
יזכור שבועת הר ייראה ילד נוצל מחרב יום זה יפקוד,הר,2,0
יזכור שבועת הר ייראה ילד נוצל מחרב יום זה יפקוד,ילד,4,0
יזכור שבועת הר ייראה ילד נוצל מחרב יום זה יפקוד,מחרב,6,0
יזכור שבועת הר ייראה ילד נוצל מחרב יום זה יפקוד,יום,7,0
יזכור שבועת הר ייראה ילד נוצל מחרב יום זה יפקוד,זה,8,0
יפקוד תומת הולך לחרנה ידיד ואהוב מרוקם בכס יד,הולך,2,0
יפקוד תומת הולך לחרנה ידיד ואהוב מרוקם בכס יד,ידיד,4,1
יפקוד תומת הולך לחרנה ידיד ואהוב מרוקם בכס יד,ואהוב,5,1
יפקוד תומת הולך לחרנה ידיד ואהוב מרוקם בכס יד,מרוקם,6,1
יפקוד תומת הולך לחרנה ידיד ואהוב מרוקם בכס יד,יד,8,0
יה הפגיע ן לעת בא השמש יורדים ועולים חז ידודון,בא,4,0
יה הפגיע ן לעת בא השמש יורדים ועולים חז ידודון,השמש,5,0
יה הפגיע ן לעת בא השמש יורדים ועולים חז ידודון,ידודון,9,0
ידודון שרו תבנית מראיהו יען כי בשמו יתנו לאל כיתר,ידודון,0,0
ידודון שרו תבנית מראיהו יען כי בשמו יתנו לאל כיתר,יען,4,0
ידודון שרו תבנית מראיהו יען כי בשמו יתנו לאל כיתר,כי,5,0
ידודון שרו תבנית מראיהו יען כי בשמו יתנו לאל כיתר,יתנו,7,0
ידודון שרו תבנית מראיהו יען כי בשמו יתנו לאל כיתר,לאל,8,0
ידודון שרו תבנית מראיהו יען כי בשמו יתנו לאל כיתר,כיתר,9,1
כיתר סעיפותיו כשוטרי מוצק כי מהם הובדל שלישי כסדר,כיתר,0,1
כיתר סעיפותיו כשוטרי מוצק כי מהם הובדל שלישי כסדר,סעיפותיו,1,1
כיתר סעיפותיו כשוטרי מוצק כי מהם הובדל שלישי כסדר,כי,4,0
כסדר מזלות נוגה שבטיו הושתו כהפריח נטעו מלך וגם כהן,נוגה,2,0
כסדר מזלות נוגה שבטיו הושתו כהפריח נטעו מלך וגם כהן,נטעו,6,0
כסדר מזלות נוגה שבטיו הושתו כהפריח נטעו מלך וגם כהן,מלך,7,0
כסדר מזלות נוגה שבטיו הושתו כהפריח נטעו מלך וגם כהן,וגם,8,0
כהן הראש ללשכה ניבדל כחוק מילואים במשכן כבוד,כבוד,7,0
כבוד ינחל בחלק ראש ורגל כמהיר ורגיל יהגה בפיו לקח,כבוד,0,0
כבוד ינחל בחלק ראש ורגל כמהיר ורגיל יהגה בפיו לקח,ראש,3,0
כבוד ינחל בחלק ראש ורגל כמהיר ורגיל יהגה בפיו לקח,יהגה,7,0
כבוד ינחל בחלק ראש ורגל כמהיר ורגיל יהגה בפיו לקח,לקח,9,0
לקח בהגותו פני זקני שבת לשער העליון ומשכוהו ליופי,לקח,0,0
לקח בהגותו פני זקני שבת לשער העליון ומשכוהו ליופי,פני,2,0
לקח בהגותו פני זקני שבת לשער העליון ומשכוהו ליופי,שבת,4,0
לקח בהגותו פני זקני שבת לשער העליון ומשכוהו ליופי,לשער,5,0
לקח בהגותו פני זקני שבת לשער העליון ומשכוהו ליופי,ליופי,8,1
לאוכל ויין ימעיט ויפריד שנת לילה לילה אז יראוהו סדרי כיפור,ויין,1,0
לאוכל ויין ימעיט ויפריד שנת לילה לילה אז יראוהו סדרי כיפור,שנת,4,0
לאוכל ויין ימעיט ויפריד שנת לילה לילה אז יראוהו סדרי כיפור,לילה,5,0
לאוכל ויין ימעיט ויפריד שנת לילה לילה אז יראוהו סדרי כיפור,לילה,6,0
לאוכל ויין ימעיט ויפריד שנת לילה לילה אז יראוהו סדרי כיפור,אז,7,0
לאוכל ויין ימעיט ויפריד שנת לילה לילה אז יראוהו סדרי כיפור,כיפור,10,0
לכן הזיל בכי לעת נשבע למו למו האיר כיום כנמשך לבית,למו,5,0
לכן הזיל בכי לעת נשבע למו למו האיר כיום כנמשך לבית,למו,6,0
לכן הזיל בכי לעת נשבע למו למו האיר כיום כנמשך לבית,כיום,8,0
לכן הזיל בכי לעת נשבע למו למו האיר כיום כנמשך לבית,לבית,10,0
לבית יפוצץ דת ויהגא בספר חמודות לנומו יפרידו משוררי פני מלך,לבית,0,0
לבית יפוצץ דת ויהגא בספר חמודות לנומו יפרידו משוררי פני מלך,דת,2,1
לבית יפוצץ דת ויהגא בספר חמודות לנומו יפרידו משוררי פני מלך,בספר,4,1
לבית יפוצץ דת ויהגא בספר חמודות לנומו יפרידו משוררי פני מלך,חמודות,5,1
לבית יפוצץ דת ויהגא בספר חמודות לנומו יפרידו משוררי פני מלך,יפרידו,7,0
לבית יפוצץ דת ויהגא בספר חמודות לנומו יפרידו משוררי פני מלך,פני,9,0
לבית יפוצץ דת ויהגא בספר חמודות לנומו יפרידו משוררי פני מלך,מלך,10,0
מלך יאזר חייל לרגל מרובעי פנים מתחילים בדשן ונירות מערכת,מלך,0,1
מלך יאזר חייל לרגל מרובעי פנים מתחילים בדשן ונירות מערכת,חייל,2,0
מלך יאזר חייל לרגל מרובעי פנים מתחילים בדשן ונירות מערכת,לרגל,3,0
מלך יאזר חייל לרגל מרובעי פנים מתחילים בדשן ונירות מערכת,פנים,5,0
מלך יאזר חייל לרגל מרובעי פנים מתחילים בדשן ונירות מערכת,בדשן,7,0
מלך יאזר חייל לרגל מרובעי פנים מתחילים בדשן ונירות מערכת,ונירות,8,0
מערכת נתח מי יעלה לכבש מפייסי חדשים לסמי מרקחת,מי,2,0
מערכת נתח מי יעלה לכבש מפייסי חדשים לסמי מרקחת,יעלה,3,0
מרקחת הפיחה בעיתותי שחר מעת הבריק נוגה מפאת מזרח,הפיחה,1,0
מרקחת הפיחה בעיתותי שחר מעת הבריק נוגה מפאת מזרח,שחר,3,0
מרקחת הפיחה בעיתותי שחר מעת הבריק נוגה מפאת מזרח,נוגה,6,0
מזרח הגיה ובא לטבול בחוצה מיהר וקידש ועט בגדי נואי,ובא,2,0
מזרח הגיה ובא לטבול בחוצה מיהר וקידש ועט בגדי נואי,בגדי,8,0
מזרח הגיה ובא לטבול בחוצה מיהר וקידש ועט בגדי נואי,נואי,9,0
נואי בגדי פז עטה וקידש נועץ לקרוץ כבש והגיש ערכי נתח,נואי,0,0
נואי בגדי פז עטה וקידש נועץ לקרוץ כבש והגיש ערכי נתח,בגדי,1,0
נואי בגדי פז עטה וקידש נועץ לקרוץ כבש והגיש ערכי נתח,פז,2,0
נואי בגדי פז עטה וקידש נועץ לקרוץ כבש והגיש ערכי נתח,עטה,3,0
נואי בגדי פז עטה וקידש נועץ לקרוץ כבש והגיש ערכי נתח,נועץ,5,0
נואי בגדי פז עטה וקידש נועץ לקרוץ כבש והגיש ערכי נתח,כבש,7,0
נתח וחבותים עם סלת ויין נירות וסמים וערכי נסכים,עם,2,0
נתח וחבותים עם סלת ויין נירות וסמים וערכי נסכים,ויין,4,0
נתח וחבותים עם סלת ויין נירות וסמים וערכי נסכים,נירות,5,0
נסכים בטוהר ידיו ורגליו נדיבים כיבדוהו ופרסו סדין,ידיו,2,0
סדין חצו וטבל ועטה בד וקידש שמחו כנגדו סגני שרתי,ועטה,3,0
סדין חצו וטבל ועטה בד וקידש שמחו כנגדו סגני שרתי,בד,4,0
סדין חצו וטבל ועטה בד וקידש שמחו כנגדו סגני שרתי,שרתי,9,0
שרתי רגשה בביאת פרו סלולת צעדיו בין אולם שם,שרתי,0,0
שרתי רגשה בביאת פרו סלולת צעדיו בין אולם שם,צעדיו,5,0
שרתי רגשה בביאת פרו סלולת צעדיו בין אולם שם,בין,6,0
שרתי רגשה בביאת פרו סלולת צעדיו בין אולם שם,שם,8,0
שם תוארו לנגבה וראשו למערבה סביב פני פרו ערך סליחה,שם,0,0
שם תוארו לנגבה וראשו למערבה סביב פני פרו ערך סליחה,וראשו,3,0
שם תוארו לנגבה וראשו למערבה סביב פני פרו ערך סליחה,פני,6,0
שם תוארו לנגבה וראשו למערבה סביב פני פרו ערך סליחה,ערך,8,0
שם תוארו לנגבה וראשו למערבה סביב פני פרו ערך סליחה,סליחה,9,0
סליחה בקש בסמכו יד בפר שיח וידויי שת בעדו ונווהו,סליחה,0,0
סליחה בקש בסמכו יד בפר שיח וידויי שת בעדו ונווהו,בקש,1,0
סליחה בקש בסמכו יד בפר שיח וידויי שת בעדו ונווהו,יד,3,0
סליחה בקש בסמכו יד בפר שיח וידויי שת בעדו ונווהו,שת,7,0
עלסם ובא לו לשער הייסוד עמידת שעירים שת על עמדם,ובא,1,0
עלסם ובא לו לשער הייסוד עמידת שעירים שת על עמדם,לו,2,0
עלסם ובא לו לשער הייסוד עמידת שעירים שת על עמדם,לשער,3,0
עלסם ובא לו לשער הייסוד עמידת שעירים שת על עמדם,שת,7,0
עלסם ובא לו לשער הייסוד עמידת שעירים שת על עמדם,על,8,0
עמדם ראה על מעמדם עטרת סגן ובית אב היו עמו,על,2,0
עמדם ראה על מעמדם עטרת סגן ובית אב היו עמו,עטרת,4,0
עמדם ראה על מעמדם עטרת סגן ובית אב היו עמו,ובית,6,0
עמדם ראה על מעמדם עטרת סגן ובית אב היו עמו,אב,7,0
עמדם ראה על מעמדם עטרת סגן ובית אב היו עמו,היו,8,0
עמדם ראה על מעמדם עטרת סגן ובית אב היו עמו,עמו,9,0
עמו הותאמו בהפילו פור עת כי העלם שת בם עדות,עמו,0,0
עמו הותאמו בהפילו פור עת כי העלם שת בם עדות,עת,4,0
עמו הותאמו בהפילו פור עת כי העלם שת בם עדות,כי,5,0
עמו הותאמו בהפילו פור עת כי העלם שת בם עדות,שת,7,0
עמו הותאמו בהפילו פור עת כי העלם שת בם עדות,בם,8,0
עדות נתן זה לצור וזה לצוק על ימין ועל שמאול זקף בם פור,נתן,1,0
עדות נתן זה לצור וזה לצוק על ימין ועל שמאול זקף בם פור,זה,2,0
עדות נתן זה לצור וזה לצוק על ימין ועל שמאול זקף בם פור,לצור,3,0
עדות נתן זה לצור וזה לצוק על ימין ועל שמאול זקף בם פור,וזה,4,0
עדות נתן זה לצור וזה לצוק על ימין ועל שמאול זקף בם פור,על,6,0
עדות נתן זה לצור וזה לצוק על ימין ועל שמאול זקף בם פור,ימין,7,0
עדות נתן זה לצור וזה לצוק על ימין ועל שמאול זקף בם פור,ועל,8,0
עדות נתן זה לצור וזה לצוק על ימין ועל שמאול זקף בם פור,בם,11,0
פור לשם נערץ בעלות בימין פנה להרים סגן יפצה פיהו,נערץ,2,0
פור לשם נערץ בעלות בימין פנה להרים סגן יפצה פיהו,בימין,4,0
פור לשם נערץ בעלות בימין פנה להרים סגן יפצה פיהו,להרים,6,0
פור לשם נערץ בעלות בימין פנה להרים סגן יפצה פיהו,יפצה,8,0
פור לשם נערץ בעלות בימין פנה להרים סגן יפצה פיהו,פיהו,9,0
פיהו יפתח ברנן ראש בית אב ויען פעם יעל בשמאל חלש למחול פשע,פיהו,0,1
פיהו יפתח ברנן ראש בית אב ויען פעם יעל בשמאל חלש למחול פשע,יפתח,1,0
פיהו יפתח ברנן ראש בית אב ויען פעם יעל בשמאל חלש למחול פשע,ברנן,2,0
פיהו יפתח ברנן ראש בית אב ויען פעם יעל בשמאל חלש למחול פשע,ראש,3,0
פיהו יפתח ברנן ראש בית אב ויען פעם יעל בשמאל חלש למחול פשע,בית,4,0
פיהו יפתח ברנן ראש בית אב ויען פעם יעל בשמאל חלש למחול פשע,אב,5,0
פיהו יפתח ברנן ראש בית אב ויען פעם יעל בשמאל חלש למחול פשע,פעם,7,0
פיהו יפתח ברנן ראש בית אב ויען פעם יעל בשמאל חלש למחול פשע,יעל,8,0
פיהו יפתח ברנן ראש בית אב ויען פעם יעל בשמאל חלש למחול פשע,בשמאל,9,0
פיהו יפתח ברנן ראש בית אב ויען פעם יעל בשמאל חלש למחול פשע,פשע,12,0
פש יסלף באומר חטאתי לשם פתל שני בקרן שעיר נדחף פתע,יסלף,1,0
פש יסלף באומר חטאתי לשם פתל שני בקרן שעיר נדחף פתע,שני,6,0
פש יסלף באומר חטאתי לשם פתל שני בקרן שעיר נדחף פתע,בקרן,7,0
פש יסלף באומר חטאתי לשם פתל שני בקרן שעיר נדחף פתע,שעיר,8,0
פתע כיוון צעד לצד פרו פשע שיבטו יתוודה ובעדיהו במשנה,צעד,2,0
פתע כיוון צעד לצד פרו פשע שיבטו יתוודה ובעדיהו במשנה,פשע,5,0
תפילה ציוום ובא לשחוט פר צעד למרס דם ברובד רביעי צעד,תפילה,0,0
תפילה ציוום ובא לשחוט פר צעד למרס דם ברובד רביעי צעד,ובא,2,0
תפילה ציוום ובא לשחוט פר צעד למרס דם ברובד רביעי צעד,פר,4,0
תפילה ציוום ובא לשחוט פר צעד למרס דם ברובד רביעי צעד,צעד,5,0
תפילה ציוום ובא לשחוט פר צעד למרס דם ברובד רביעי צעד,דם,7,0
תפילה ציוום ובא לשחוט פר צעד למרס דם ברובד רביעי צעד,צעד,10,0
צעד למזבח וחת גחלים צהל בקחתו מחתת שחוט צבירת,צעד,0,0
צעד למזבח וחת גחלים צהל בקחתו מחתת שחוט צבירת,גחלים,3,0
צעד למזבח וחת גחלים צהל בקחתו מחתת שחוט צבירת,צהל,4,0
צבי סמים חפן לתוך כף צד ביד ימינו מחתה וכציווי צעד,צבי,0,0
צבי סמים חפן לתוך כף צד ביד ימינו מחתה וכציווי צעד,סמים,1,0
צבי סמים חפן לתוך כף צד ביד ימינו מחתה וכציווי צעד,כף,4,0
צבי סמים חפן לתוך כף צד ביד ימינו מחתה וכציווי צעד,צד,5,0
צבי סמים חפן לתוך כף צד ביד ימינו מחתה וכציווי צעד,ביד,6,0
צבי סמים חפן לתוך כף צד ביד ימינו מחתה וכציווי צעד,ימינו,7,0
צבי סמים חפן לתוך כף צד ביד ימינו מחתה וכציווי צעד,צעד,10,0
צ להיכל לכרוך פרוכת צעד מנגב ובא פנימי קדש,צעד,4,0
צ להיכל לכרוך פרוכת צעד מנגב ובא פנימי קדש,ובא,6,0
צ להיכל לכרוך פרוכת צעד מנגב ובא פנימי קדש,פנימי,7,0
צ להיכל לכרוך פרוכת צעד מנגב ובא פנימי קדש,קדש,8,0
קדש הבדים מקום מכלל יופי קפץ כאיל ושם תימור קטורת,קדש,0,0
קדש הבדים מקום מכלל יופי קפץ כאיל ושם תימור קטורת,מכלל,3,0
קדש הבדים מקום מכלל יופי קפץ כאיל ושם תימור קטורת,יופי,4,0
קדש הבדים מקום מכלל יופי קפץ כאיל ושם תימור קטורת,ושם,7,0
קטורת עישן בבית ויצא כדרכו קל ברגל לחיצון ושיווע קצרה,בבית,2,0
קטורת עישן בבית ויצא כדרכו קל ברגל לחיצון ושיווע קצרה,ויצא,3,0
קטורת עישן בבית ויצא כדרכו קל ברגל לחיצון ושיווע קצרה,קל,5,0
קטורת עישן בבית ויצא כדרכו קל ברגל לחיצון ושיווע קצרה,ברגל,6,0
קצרה הפגיע ונטל דם פר קם והיזה שבע אז מפני קדמה,דם,3,0
קצרה הפגיע ונטל דם פר קם והיזה שבע אז מפני קדמה,פר,4,0
קצרה הפגיע ונטל דם פר קם והיזה שבע אז מפני קדמה,קם,5,0
קצרה הפגיע ונטל דם פר קם והיזה שבע אז מפני קדמה,שבע,7,0
קצרה הפגיע ונטל דם פר קם והיזה שבע אז מפני קדמה,אז,8,0
קדמה פני פרוכת וכפורת הצליף קרץ שעיר עם ואז יישר רגל,פני,1,0
קדמה פני פרוכת וכפורת הצליף קרץ שעיר עם ואז יישר רגל,קרץ,5,0
קדמה פני פרוכת וכפורת הצליף קרץ שעיר עם ואז יישר רגל,שעיר,6,0
קדמה פני פרוכת וכפורת הצליף קרץ שעיר עם ואז יישר רגל,עם,7,0
קדמה פני פרוכת וכפורת הצליף קרץ שעיר עם ואז יישר רגל,ואז,8,0
קדמה פני פרוכת וכפורת הצליף קרץ שעיר עם ואז יישר רגל,רגל,10,0
רגל כיוון פנימה והיזה כדם פר רצון דם שניהם עש כציווי רם,רגל,0,0
רגל כיוון פנימה והיזה כדם פר רצון דם שניהם עש כציווי רם,פנימה,2,0
רגל כיוון פנימה והיזה כדם פר רצון דם שניהם עש כציווי רם,פר,5,0
רגל כיוון פנימה והיזה כדם פר רצון דם שניהם עש כציווי רם,רצון,6,0
רגל כיוון פנימה והיזה כדם פר רצון דם שניהם עש כציווי רם,דם,7,0
רגל כיוון פנימה והיזה כדם פר רצון דם שניהם עש כציווי רם,שניהם,8,0
רגל כיוון פנימה והיזה כדם פר רצון דם שניהם עש כציווי רם,רם,11,0
רם נתרצה בעבודת הקודש רוצו לטהר מזבח רבוע,רם,0,1
