sentence,verb,verb_idx,label
לך גיא וגרים בה לך דוק וגם חלד,וגרים,2,1
לך גיא וגרים בה לך דוק וגם חלד,בה,3,0
לך גיא וגרים בה לך דוק וגם חלד,לך,4,0
לך גיא וגרים בה לך דוק וגם חלד,דוק,5,0
לך גיא וגרים בה לך דוק וגם חלד,וגם,6,0
לך גיא וגרים בה לך דוק וגם חלד,חלד,7,0
לך הרים וספוניהם לך ועמוקים וטמוניהם,לך,0,0
לך הרים וספוניהם לך ועמוקים וטמוניהם,הרים,1,0
לך הרים וספוניהם לך ועמוקים וטמוניהם,לך,3,0
לך זהב וכסף וכל הון לך חיים ואשר יקנו,לך,0,0
לך זהב וכסף וכל הון לך חיים ואשר יקנו,זהב,1,0
לך זהב וכסף וכל הון לך חיים ואשר יקנו,וכסף,2,0
לך זהב וכסף וכל הון לך חיים ואשר יקנו,וכל,3,0
לך זהב וכסף וכל הון לך חיים ואשר יקנו,הון,4,0
לך זהב וכסף וכל הון לך חיים ואשר יקנו,לך,5,0
לך זהב וכסף וכל הון לך חיים ואשר יקנו,חיים,6,0
לך טובים וגם רעים לך יושב וגם מדברות,לך,0,0
לך טובים וגם רעים לך יושב וגם מדברות,טובים,1,0
לך טובים וגם רעים לך יושב וגם מדברות,וגם,2,0
לך טובים וגם רעים לך יושב וגם מדברות,רעים,3,0
לך טובים וגם רעים לך יושב וגם מדברות,לך,4,0
לך טובים וגם רעים לך יושב וגם מדברות,יושב,5,0
לך טובים וגם רעים לך יושב וגם מדברות,וגם,6,0
לך כל טרם יהיו לך לנו ולנו לך,לך,0,0
לך כל טרם יהיו לך לנו ולנו לך,כל,1,0
לך כל טרם יהיו לך לנו ולנו לך,לך,4,0
לך כל טרם יהיו לך לנו ולנו לך,לנו,5,0
לך כל טרם יהיו לך לנו ולנו לך,לך,7,0
לך מלאכים וגם חיות לך שרפים וגם אופנים לך עירין וקדישין,לך,0,0
לך מלאכים וגם חיות לך שרפים וגם אופנים לך עירין וקדישין,וגם,2,0
לך מלאכים וגם חיות לך שרפים וגם אופנים לך עירין וקדישין,חיות,3,0
לך מלאכים וגם חיות לך שרפים וגם אופנים לך עירין וקדישין,לך,4,0
לך מלאכים וגם חיות לך שרפים וגם אופנים לך עירין וקדישין,שרפים,5,0
לך מלאכים וגם חיות לך שרפים וגם אופנים לך עירין וקדישין,וגם,6,0
לך מלאכים וגם חיות לך שרפים וגם אופנים לך עירין וקדישין,לך,8,0
לך פרי ואילנות לך צמחי סרק ועושה פירות,לך,0,0
לך פרי ואילנות לך צמחי סרק ועושה פירות,פרי,1,0
לך פרי ואילנות לך צמחי סרק ועושה פירות,לך,3,0
לך פרי ואילנות לך צמחי סרק ועושה פירות,סרק,5,0
לך פרי ואילנות לך צמחי סרק ועושה פירות,פירות,7,0
לך קניין וכל בעלי זרוע לך שנאנים וטפסרים,לך,0,0
לך קניין וכל בעלי זרוע לך שנאנים וטפסרים,קניין,1,0
לך קניין וכל בעלי זרוע לך שנאנים וטפסרים,וכל,2,0
לך קניין וכל בעלי זרוע לך שנאנים וטפסרים,בעלי,3,1
לך קניין וכל בעלי זרוע לך שנאנים וטפסרים,זרוע,4,1
לך קניין וכל בעלי זרוע לך שנאנים וטפסרים,לך,5,0
לך שמים ואשר בם לך תבל ומלואה,לך,0,0
לך שמים ואשר בם לך תבל ומלואה,שמים,1,0
לך שמים ואשר בם לך תבל ומלואה,בם,3,0
לך שמים ואשר בם לך תבל ומלואה,לך,4,0
לך שמים ואשר בם לך תבל ומלואה,תבל,5,0
העליונים יאמרו על הארץ הודו והתחתונים יאמר על השמים כבודו,יאמרו,1,0
העליונים יאמרו על הארץ הודו והתחתונים יאמר על השמים כבודו,על,2,0
העליונים יאמרו על הארץ הודו והתחתונים יאמר על השמים כבודו,הארץ,3,0
העליונים יאמרו על הארץ הודו והתחתונים יאמר על השמים כבודו,הודו,4,0
העליונים יאמרו על הארץ הודו והתחתונים יאמר על השמים כבודו,על,7,0
העליונים יאמרו על הארץ הודו והתחתונים יאמר על השמים כבודו,השמים,8,0
העליונים יאמרו על הארץ הודו והתחתונים יאמר על השמים כבודו,כבודו,9,0
ואלו ואלו יאמרו יחד ברוך הוא בכל מקום אשר הוא,יאמרו,2,0
ואלו ואלו יאמרו יחד ברוך הוא בכל מקום אשר הוא,יחד,3,0
ואלו ואלו יאמרו יחד ברוך הוא בכל מקום אשר הוא,ברוך,4,0
ואלו ואלו יאמרו יחד ברוך הוא בכל מקום אשר הוא,הוא,5,0
ואלו ואלו יאמרו יחד ברוך הוא בכל מקום אשר הוא,בכל,6,0
ואלו ואלו יאמרו יחד ברוך הוא בכל מקום אשר הוא,אשר,8,0
ואלו ואלו יאמרו יחד ברוך הוא בכל מקום אשר הוא,הוא,9,0
והוא מצוי בכל מקום ורבה היא אמונתו ומשקל מאזנים בידו,והוא,0,0
והוא מצוי בכל מקום ורבה היא אמונתו ומשקל מאזנים בידו,בכל,2,0
והוא מצוי בכל מקום ורבה היא אמונתו ומשקל מאזנים בידו,היא,5,0
והוא מצוי בכל מקום ורבה היא אמונתו ומשקל מאזנים בידו,מאזנים,8,0
והוא מצוי בכל מקום ורבה היא אמונתו ומשקל מאזנים בידו,בידו,9,0
ופותח כל רחם וחופש כל בטן ומחזיר נשמות,כל,1,0
ופותח כל רחם וחופש כל בטן ומחזיר נשמות,רחם,2,0
ופותח כל רחם וחופש כל בטן ומחזיר נשמות,וחופש,3,1
ופותח כל רחם וחופש כל בטן ומחזיר נשמות,כל,4,1
ופותח כל רחם וחופש כל בטן ומחזיר נשמות,בטן,5,1
ומוציא מזרות ומסדר כוכבים,כוכבים,3,0
ומזריח חמה ומעריב לבנה,חמה,1,0
ומזריח חמה ומעריב לבנה,לבנה,3,0
ופוקד עקרות ממית חיים ומחיה המתים ומכין לכל טרף,חיים,3,0
ופוקד עקרות ממית חיים ומחיה המתים ומכין לכל טרף,לכל,7,0
ופוקד עקרות ממית חיים ומחיה המתים ומכין לכל טרף,טרף,8,0
לחיה ולעופות לשקצים ולרמסים מקרני ראמים ועד ביצי כינים,מקרני,4,0
לחיה ולעופות לשקצים ולרמסים מקרני ראמים ועד ביצי כינים,ראמים,5,0
לחיה ולעופות לשקצים ולרמסים מקרני ראמים ועד ביצי כינים,ועד,6,0
וגם לבני עורב אשר מעיהם אכזרי והוא ברחמיו מכין להם צידה בקינם,וגם,0,0
וגם לבני עורב אשר מעיהם אכזרי והוא ברחמיו מכין להם צידה בקינם,לבני,1,0
וגם לבני עורב אשר מעיהם אכזרי והוא ברחמיו מכין להם צידה בקינם,אשר,3,0
וגם לבני עורב אשר מעיהם אכזרי והוא ברחמיו מכין להם צידה בקינם,והוא,6,0
וגם לבני עורב אשר מעיהם אכזרי והוא ברחמיו מכין להם צידה בקינם,להם,9,0
וגם לבני עורב אשר מעיהם אכזרי והוא ברחמיו מכין להם צידה בקינם,צידה,10,0
חומל על כל מעשיו רחום על כל ברואיו ניחם על הרעה,על,1,0
חומל על כל מעשיו רחום על כל ברואיו ניחם על הרעה,כל,2,0
חומל על כל מעשיו רחום על כל ברואיו ניחם על הרעה,מעשיו,3,0
חומל על כל מעשיו רחום על כל ברואיו ניחם על הרעה,על,5,0
חומל על כל מעשיו רחום על כל ברואיו ניחם על הרעה,כל,6,0
חומל על כל מעשיו רחום על כל ברואיו ניחם על הרעה,על,9,0
ויעריצוך עדת קדושים ויקדישוך כעירין וקדישין,קדושים,2,0
קדוש קדוש קדוש שלושה משלשים,קדוש,0,0
קדוש קדוש קדוש שלושה משלשים,קדוש,1,0
קדוש קדוש קדוש שלושה משלשים,קדוש,2,0
אנא רחובות העיר ימלאו בישראל,אנא,0,0
אנא רחובות העיר ימלאו בישראל,העיר,2,0
אנא רחובות העיר ימלאו בישראל,ימלאו,3,0
רם אל אלהי ישראל,רם,0,1
רם אל אלהי ישראל,אל,1,0
רם אל אלהי ישראל,ישראל,3,0
רחמנו ויבוא לציון גואל,גואל,3,0
רעה עמך בשבטך ויגאל,רעה,0,1
רעה עמך בשבטך ויגאל,עמך,1,1
רעה עמך בשבטך ויגאל,בשבטך,2,1
חזק אלוהינו רבתי בשובבך משמר יחזקאל,חזק,0,0
חזק אלוהינו רבתי בשובבך משמר יחזקאל,אלוהינו,1,0
חזק אלוהינו רבתי בשובבך משמר יחזקאל,רבתי,2,0
חזק אלוהינו רבתי בשובבך משמר יחזקאל,משמר,4,0
יחזקאל מגדל נוניה ועד כוהנימו ונשיאמו,ועד,3,0
ובמהרה לביתך נהלימו,לביתך,1,0
משמרת העשרים נשא ורוחך תשפוך עלימו,משמרת,0,0
משמרת העשרים נשא ורוחך תשפוך עלימו,נשא,2,0
משמרת העשרים נשא ורוחך תשפוך עלימו,ורוחך,3,1
משמרת העשרים נשא ורוחך תשפוך עלימו,תשפוך,4,1
משמרת העשרים נשא ורוחך תשפוך עלימו,עלימו,5,1
יי תשפות שלום לנו,יי,0,0
יי תשפות שלום לנו,תשפות,1,1
יי תשפות שלום לנו,שלום,2,1
יי תשפות שלום לנו,לנו,3,0
ניחומים ישולחו משכורת מאבל,ניחומים,0,1
ניחומים ישולחו משכורת מאבל,ישולחו,1,1
ניחומים ישולחו משכורת מאבל,משכורת,2,1
ניחומים ישולחו משכורת מאבל,מאבל,3,1
קבריהם עת יפתח לנהלם מתועפים,עת,1,0
קבריהם עת יפתח לנהלם מתועפים,יפתח,2,0
ניחמתים ושמחתים יבושרו הדר צופים,יבושרו,2,1
ניחמתים ושמחתים יבושרו הדר צופים,הדר,3,1
ניחמתים ושמחתים יבושרו הדר צופים,צופים,4,1
להתעורר מעפר סכופים,להתעורר,0,1
להתעורר מעפר סכופים,מעפר,1,1
להתעורר מעפר סכופים,סכופים,2,1
סכופים להנחם במגד צפונים,סכופים,0,1
סכופים להנחם במגד צפונים,להנחם,1,1
סכופים להנחם במגד צפונים,במגד,2,1
סכופים להנחם במגד צפונים,צפונים,3,1
קול נחמות יקרא להקיץ,קול,0,0
קול נחמות יקרא להקיץ,נחמות,1,0
קול נחמות יקרא להקיץ,יקרא,2,0
עת יעורר רוח מכל פנים,עת,0,0
עת יעורר רוח מכל פנים,רוח,2,0
עת יעורר רוח מכל פנים,מכל,3,0
עת יעורר רוח מכל פנים,פנים,4,0
יאמר ומחה יי אלוהים דמעה מעל כל פנים,ומחה,1,1
יאמר ומחה יי אלוהים דמעה מעל כל פנים,יי,2,1
יאמר ומחה יי אלוהים דמעה מעל כל פנים,אלוהים,3,1
יאמר ומחה יי אלוהים דמעה מעל כל פנים,דמעה,4,1
יאמר ומחה יי אלוהים דמעה מעל כל פנים,מעל,5,1
יאמר ומחה יי אלוהים דמעה מעל כל פנים,כל,6,1
יאמר ומחה יי אלוהים דמעה מעל כל פנים,פנים,7,1
פנים יזהירו כזוהר הרקיע,פנים,0,0
פנים יזהירו כזוהר הרקיע,הרקיע,3,0
ואבלים מיגון ינוחמו,מיגון,1,0
צאו מאפל לפגרים אשר נהלמו,צאו,0,1
צאו מאפל לפגרים אשר נהלמו,מאפל,1,1
צאו מאפל לפגרים אשר נהלמו,לפגרים,2,1
צאו מאפל לפגרים אשר נהלמו,אשר,3,1
צאו מאפל לפגרים אשר נהלמו,נהלמו,4,1
ומעפר ברינה קומו,ומעפר,0,1
ומעפר ברינה קומו,ברינה,1,1
ומעפר ברינה קומו,קומו,2,1
קומו והתעוררו ברוממות,קומו,0,0
ישמיע לדורשי נחמות,ישמיע,0,0
ישמיע לדורשי נחמות,לדורשי,1,1
ישמיע לדורשי נחמות,נחמות,2,1
רגש קול מנחמים ישעשעי בנעימות,רגש,0,1
רגש קול מנחמים ישעשעי בנעימות,קול,1,1
רגש קול מנחמים ישעשעי בנעימות,מנחמים,2,1
רגש קול מנחמים ישעשעי בנעימות,ישעשעי,3,1
רגש קול מנחמים ישעשעי בנעימות,בנעימות,4,1
כי להם חדשתי שמות,כי,0,0
כי להם חדשתי שמות,להם,1,0
כי להם חדשתי שמות,שמות,3,0
שמות קרואים לשוכני משכנות מבטחים,שמות,0,0
שמות קרואים לשוכני משכנות מבטחים,לשוכני,2,1
שמות קרואים לשוכני משכנות מבטחים,משכנות,3,1
שמות קרואים לשוכני משכנות מבטחים,מבטחים,4,1
יחיו מיתיך בקול מפוענחים,יחיו,0,0
יחיו מיתיך בקול מפוענחים,בקול,2,0
ולא תהיו עוד ביגון אנוחים,ולא,0,0
ולא תהיו עוד ביגון אנוחים,עוד,2,0
ולא תהיו עוד ביגון אנוחים,ביגון,3,0
ולא תהיו עוד ביגון אנוחים,אנוחים,4,0
אנוחים ביגון לב כנחמות עלוזים,אנוחים,0,1
אנוחים ביגון לב כנחמות עלוזים,ביגון,1,1
אנוחים ביגון לב כנחמות עלוזים,לב,2,1
בעת יקיצו רדומים דגלי גנוזים,בעת,0,0
בעת יקיצו רדומים דגלי גנוזים,יקיצו,1,1
בעת יקיצו רדומים דגלי גנוזים,רדומים,2,1
בעת יקיצו רדומים דגלי גנוזים,דגלי,3,1
בעת יקיצו רדומים דגלי גנוזים,גנוזים,4,1
גנוזים יתעוררו ושבח צורם מספרים,גנוזים,0,1
גנוזים יתעוררו ושבח צורם מספרים,יתעוררו,1,1
גנוזים יתעוררו ושבח צורם מספרים,צורם,3,1
גנוזים יתעוררו ושבח צורם מספרים,מספרים,4,0
דגלהם עת ישורו מדלג על ההרים,דגלהם,0,1
דגלהם עת ישורו מדלג על ההרים,עת,1,1
דגלהם עת ישורו מדלג על ההרים,ישורו,2,1
דגלהם עת ישורו מדלג על ההרים,מדלג,3,1
דגלהם עת ישורו מדלג על ההרים,על,4,1
דגלהם עת ישורו מדלג על ההרים,ההרים,5,1
ההרים יפציחו רינה ובהודיה אמורה,ההרים,0,1
ההרים יפציחו רינה ובהודיה אמורה,יפציחו,1,1
ההרים יפציחו רינה ובהודיה אמורה,רינה,2,1
ואבלים ישמיעו תודה וקול זמרה,וקול,3,0
ואבלים ישמיעו תודה וקול זמרה,זמרה,4,0
זמרה ינעימו על ראש ההרים,זמרה,0,0
זמרה ינעימו על ראש ההרים,על,2,1
זמרה ינעימו על ראש ההרים,ראש,3,1
זמרה ינעימו על ראש ההרים,ההרים,4,1
חנונים ינוחמו ובמי נידה טהורים,נידה,3,0
חנונים ינוחמו ובמי נידה טהורים,טהורים,4,0
טהורים ישישו בנחמות מאתים ושמונה מכוללים,טהורים,0,1
יאמר נחמו נחמו לעם כלולים,לעם,3,0
יאמר נחמו נחמו לעם כלולים,כלולים,4,0
כלולים יקבצו ואלופי נוף מובלים,כלולים,0,0
כלולים יקבצו ואלופי נוף מובלים,ואלופי,2,1
כלולים יקבצו ואלופי נוף מובלים,נוף,3,1
עוד המונה עליה מתאבלים,עוד,0,0
עוד המונה עליה מתאבלים,עליה,2,0
מתאבלים ארביץ בשאננות מנוחות,מנוחות,3,0
נגידים לנחם בשובע שמחות,שמחות,3,0
שמחות יקרא תשבי חדוים,שמחות,0,0
שמחות יקרא תשבי חדוים,יקרא,1,0
עלצו והתנחמו מיגון פדוים,מיגון,2,1
עלצו והתנחמו מיגון פדוים,פדוים,3,1
פדוים יבושרו ודרור להם יקרא,פדוים,0,1
פדוים יבושרו ודרור להם יקרא,יבושרו,1,0
פדוים יבושרו ודרור להם יקרא,ודרור,2,1
פדוים יבושרו ודרור להם יקרא,להם,3,1
פדוים יבושרו ודרור להם יקרא,יקרא,4,1
ציון התנחמי בבניך קול קורא,ציון,0,1
ציון התנחמי בבניך קול קורא,התנחמי,1,1
ציון התנחמי בבניך קול קורא,בבניך,2,1
ציון התנחמי בבניך קול קורא,קול,3,0
ציון התנחמי בבניך קול קורא,קורא,4,0
קורא תחיה לישרים להנחות בשלום,קורא,0,0
קורא תחיה לישרים להנחות בשלום,תחיה,1,0
קורא תחיה לישרים להנחות בשלום,לישרים,2,1
קורא תחיה לישרים להנחות בשלום,בשלום,4,0
רצוצים מעפר קברות יעל זכרם לשלום,רצוצים,0,1
רצוצים מעפר קברות יעל זכרם לשלום,מעפר,1,1
רצוצים מעפר קברות יעל זכרם לשלום,קברות,2,1
רצוצים מעפר קברות יעל זכרם לשלום,יעל,3,1
רצוצים מעפר קברות יעל זכרם לשלום,זכרם,4,1
רצוצים מעפר קברות יעל זכרם לשלום,לשלום,5,1
שלום ינתן לעם ראו נוראות,שלום,0,0
שלום ינתן לעם ראו נוראות,לעם,2,0
שלום ינתן לעם ראו נוראות,ראו,3,0
תנחומים ישמיעם עושה פלאות,עושה,2,0
פלאות יעשו לנחם עם שפל ונבזה,עם,3,1
פלאות יעשו לנחם עם שפל ונבזה,שפל,4,1
פלאות יעשו לנחם עם שפל ונבזה,ונבזה,5,1
יגלה בהדרו אלי זה,אלי,2,0
יגלה בהדרו אלי זה,זה,3,0
נחמות יקרא לעם באבל הכזה,נחמות,0,0
נחמות יקרא לעם באבל הכזה,יקרא,1,0
נחמות יקרא לעם באבל הכזה,לעם,2,0
חזיון שבעה ושמונה יבואו מתימן בנחמות עם זה,שבעה,1,0
חזיון שבעה ושמונה יבואו מתימן בנחמות עם זה,עם,6,0
חזיון שבעה ושמונה יבואו מתימן בנחמות עם זה,זה,7,0
מהר כעל יד חוזה,כעל,1,0
מהר כעל יד חוזה,יד,2,0
מהר כעל יד חוזה,חוזה,3,1
חוזה אשר להחיות ולהיתעוררה,חוזה,0,1
חוזה אשר להחיות ולהיתעוררה,אשר,1,0
חוזה אשר להחיות ולהיתעוררה,להחיות,2,0
קול לעיר יקרא,קול,0,0
קול לעיר יקרא,יקרא,2,0
לנחם הוגי יקרא,הוגי,1,0
לנחם הוגי יקרא,יקרא,2,0
העומדים באימה לפני נורא,נורא,3,0
להעריץ להקדיש כזה אל זה וקרא,להקדיש,1,0
להעריץ להקדיש כזה אל זה וקרא,אל,3,0
להעריץ להקדיש כזה אל זה וקרא,זה,4,0
הקדוש יחיד ולא ברכה,יחיד,1,0
הקדוש יחיד ולא ברכה,ולא,2,0
הקדוש יחיד ולא ברכה,ברכה,3,0
ישבתי אני מדוכדכה,ישבתי,0,1
ישבתי אני מדוכדכה,אני,1,1
ישבתי אני מדוכדכה,מדוכדכה,2,1
ונעשיתי הפיכה,ונעשיתי,0,1
ונעשיתי הפיכה,הפיכה,1,1
ירדו טללי ברכה,טללי,1,0
ירדו טללי ברכה,ברכה,2,0
ברכה בו במסעד,ברכה,0,0
ברכה בו במסעד,בו,1,0
חנון לעולמי עד,עד,2,0
והוא זאת מנוחתי עדי עד,והוא,0,1
והוא זאת מנוחתי עדי עד,זאת,1,1
והוא זאת מנוחתי עדי עד,מנוחתי,2,1
והוא זאת מנוחתי עדי עד,עדי,3,0
והוא זאת מנוחתי עדי עד,עד,4,0
השבת מלך נתן לי לספרה,השבת,0,0
השבת מלך נתן לי לספרה,מלך,1,1
השבת מלך נתן לי לספרה,נתן,2,0
השבת מלך נתן לי לספרה,לי,3,0
מאסתי אני בבית הבחירה,אני,1,0
מאסתי אני בבית הבחירה,בבית,2,1
מאסתי אני בבית הבחירה,הבחירה,3,1
נעוותי שחותי ביד כל ארורה,ביד,2,1
נעוותי שחותי ביד כל ארורה,כל,3,1
נעוותי שחותי ביד כל ארורה,ארורה,4,1
סערתי כאוניה ולא קיבלתי עתירה,ולא,2,0
סרף באש אפסטמוס את התורה,באש,1,0
סרף באש אפסטמוס את התורה,את,3,0
סיום הלכה לא אמרו זקני נבוניי,לא,2,0
סיום הלכה לא אמרו זקני נבוניי,אמרו,3,0
סלה ישוב עלינו ויבנה מקום דוכניי,סלה,0,0
סלה ישוב עלינו ויבנה מקום דוכניי,ישוב,1,0
סלה ישוב עלינו ויבנה מקום דוכניי,עלינו,2,0
סח זבחו זבחי צדק ובטחו אל יי,סח,0,0
סח זבחו זבחי צדק ובטחו אל יי,צדק,3,0
סח זבחו זבחי צדק ובטחו אל יי,אל,5,0
סח זבחו זבחי צדק ובטחו אל יי,יי,6,0
מימי קדם ערכתי קורבן בהיכל,קדם,1,0
עת חשו בטלתי קרבני ולא היה נאכל,עת,0,0
עת חשו בטלתי קרבני ולא היה נאכל,ולא,4,0
עת חשו בטלתי קרבני ולא היה נאכל,היה,5,0
פעיתי כניתן בשרי למאכל,פעיתי,0,1
פעיתי כניתן בשרי למאכל,כניתן,1,1
פעיתי כניתן בשרי למאכל,בשרי,2,1
פעיתי כניתן בשרי למאכל,למאכל,3,1
פרש ידו צר וילדי נשים שיכל,פרש,0,1
פרש ידו צר וילדי נשים שיכל,ידו,1,1
פרש ידו צר וילדי נשים שיכל,צר,2,1
צררוני שודדים בבית ובהיכל,שודדים,1,1
צררוני שודדים בבית ובהיכל,בבית,2,0
צר כהעמיד צלם בהיכל,צר,0,0
חומה ובית חרבו מחריבים,חומה,0,0
חומה ובית חרבו מחריבים,ובית,1,0
חומה ובית חרבו מחריבים,חרבו,2,0
חנון ישוב על עם נאהבים,ישוב,1,0
חנון ישוב על עם נאהבים,על,2,0
חנון ישוב על עם נאהבים,עם,3,0
חנון ישוב על עם נאהבים,נאהבים,4,0
חוקר כליות הטיבה יי לטובים,חוקר,0,1
חוקר כליות הטיבה יי לטובים,כליות,1,1
חוקר כליות הטיבה יי לטובים,יי,3,0
להודות קמתי עם נגיד ושר,עם,2,0
להודות קמתי עם נגיד ושר,נגיד,3,0
להודות קמתי עם נגיד ושר,ושר,4,0
כגליור וטובו מני סר,מני,2,0
תעובה כבישר כחייבני בשבעה עשר,עשר,4,0
בשבעה עשר זיהרני כהצריח,עשר,1,0
זרע כוהנים מביתו הפריח,זרע,0,1
זרע כוהנים מביתו הפריח,כוהנים,1,1
זרע כוהנים מביתו הפריח,מביתו,2,1
זרע כוהנים מביתו הפריח,הפריח,3,1
ישוב עלי ותפילתו ירצה לריח,ישוב,0,0
ישוב עלי ותפילתו ירצה לריח,עלי,1,0
ישוב עלי ותפילתו ירצה לריח,ותפילתו,2,1
ישוב עלי ותפילתו ירצה לריח,ירצה,3,1
ישוב עלי ותפילתו ירצה לריח,לריח,4,1
קול מבשר ורוב שלום עד בלי ירח,קול,0,0
קול מבשר ורוב שלום עד בלי ירח,מבשר,1,0
קול מבשר ורוב שלום עד בלי ירח,שלום,3,0
קול מבשר ורוב שלום עד בלי ירח,עד,4,0
קול מבשר ורוב שלום עד בלי ירח,בלי,5,0
אז מנעורי רבת צררוני והצירוני,אז,0,0
אז מנעורי רבת צררוני והצירוני,מנעורי,1,1
בכל דור ודור ריעצוני וריצצוני,בכל,0,0
בכל דור ודור ריעצוני וריצצוני,דור,1,0
יי מה רבו צרי,יי,0,0
יי מה רבו צרי,מה,1,0
יי מה רבו צרי,צרי,3,0
והמן עוד הוא בא לאבדי בהתיעצו,עוד,1,0
והמן עוד הוא בא לאבדי בהתיעצו,הוא,2,0
והמן עוד הוא בא לאבדי בהתיעצו,בא,3,0
ונתלה על עצו,על,1,0
כן יאבדו כל אויבך יי,כן,0,0
כן יאבדו כל אויבך יי,יאבדו,1,0
כן יאבדו כל אויבך יי,כל,2,0
כן יאבדו כל אויבך יי,יי,4,0
ולהשליכו לאור החילו,לאור,1,0
אותו מביתו הגלו,אותו,0,0
אותו מביתו הגלו,מביתו,1,1
אותו מביתו הגלו,הגלו,2,1
ולא פחדו ולא זחלו,ולא,0,0
ולא פחדו ולא זחלו,פחדו,1,0
ולא פחדו ולא זחלו,ולא,2,0
ולא פחדו ולא זחלו,זחלו,3,0
רבים קמים עלי,רבים,0,0
רבים קמים עלי,עלי,2,0
גם לנעקדי ביהלו וכבודו זיללו,גם,0,0
גם לנעקדי ביהלו וכבודו זיללו,וכבודו,3,1
גם לנעקדי ביהלו וכבודו זיללו,זיללו,4,1
ואחריו מיללו ובארותיו גזלו,ואחריו,0,1
ומתג האמה נחלו,ומתג,0,1
ומתג האמה נחלו,האמה,1,1
ומתג האמה נחלו,נחלו,2,0
יי מה רבו צרי,יי,0,0
יי מה רבו צרי,מה,1,0
יי מה רבו צרי,צרי,3,0
דלקו אחר תמימי,דלקו,0,0
דלקו אחר תמימי,תמימי,2,0
כנץ על ציפור רדפו להתימי,על,1,0
כנץ על ציפור רדפו להתימי,ציפור,2,0
מיכן שעיר קדמי,שעיר,1,0
רבים קמים עלי,רבים,0,0
רבים קמים עלי,עלי,2,0
המרירו חיי איומה,חיי,1,0
המרירו חיי איומה,איומה,2,1
שרקו הבה נתחכמה,שרקו,0,1
יי מה רבו צרי,יי,0,0
יי מה רבו צרי,מה,1,0
יי מה רבו צרי,צרי,3,0
ובלכת ידידים,ידידים,1,0
במדבר תלאובות בדודים,במדבר,0,0
רבים קמים עלי,רבים,0,0
רבים קמים עלי,עלי,2,0
ודרך המלך סגרו,ודרך,0,1
ודרך המלך סגרו,המלך,1,1
יי מה רבו צרי,יי,0,0
יי מה רבו צרי,מה,1,0
יי מה רבו צרי,צרי,3,0
בעצת בן בעורי,בן,1,0
רבים קמים עלי,רבים,0,0
רבים קמים עלי,עלי,2,0
טען אמורי איבה,טען,0,0
טען אמורי איבה,איבה,2,0
על חולת אהבה,על,0,0
על חולת אהבה,חולת,1,1
על חולת אהבה,אהבה,2,1
שמש עכב בנתיבה,שמש,0,0
בספר הישר כתובה,בספר,0,0
יי מה רבו צרי,יי,0,0
יי מה רבו צרי,מה,1,0
יי מה רבו צרי,צרי,3,0
יעצו שבע אומות,יעצו,0,0
יעצו שבע אומות,שבע,1,0
על בחורה מעלמות,על,0,0
על בחורה מעלמות,בחורה,1,1
על בחורה מעלמות,מעלמות,2,1
עשות מלחמות,עשות,0,1
עשות מלחמות,מלחמות,1,0
גרגשים פינו באימות,פינו,1,0
רבים קמים עלי,רבים,0,0
רבים קמים עלי,עלי,2,0
וסיסרא בתשע מאות רכב רדפם,מאות,2,0
וסיסרא בתשע מאות רכב רדפם,רכב,3,0
לולי נחל קישון גרפם,נחל,1,0
יי מה רבו צרי,יי,0,0
יי מה רבו צרי,מה,1,0
יי מה רבו צרי,צרי,3,0
לא תרתי לעמלקי,לא,0,0
לא תרתי לעמלקי,תרתי,1,0
כי עם מדין דחקי,כי,0,0
כי עם מדין דחקי,עם,1,0
ועם בני קדם שחקי,בני,1,0
ועם בני קדם שחקי,קדם,2,0
מים ביד בלוקקי,מים,0,0
מים ביד בלוקקי,ביד,1,0
עד קרקור בדלקי,עד,0,0
רבים קמים עלי,רבים,0,0
רבים קמים עלי,עלי,2,0
כנקרו עיני ברוכי,עיני,1,0
ושבו ארון ניסכי,ארון,1,0
הלכו מלכי ונסיכי,הלכו,0,0
הלכו מלכי ונסיכי,מלכי,1,0
יי מה רבו צרי,יי,0,0
יי מה רבו צרי,מה,1,0
יי מה רבו צרי,צרי,3,0
ניהגתי חסד לשכיניי,חסד,1,0
ואין חסד לבני גני,ואין,0,0
ואין חסד לבני גני,חסד,1,0
ואין חסד לבני גני,לבני,2,0
ואין חסד לבני גני,גני,3,0
כי הם שונאי יי,כי,0,0
כי הם שונאי יי,יי,3,0
רבים קמים עלי,רבים,0,0
רבים קמים עלי,עלי,2,0
מבצרי בעקרם,מבצרי,0,1
ובין הדבקים לשרין ירה יורם,ובין,0,0
ובין הדבקים לשרין ירה יורם,ירה,3,0
יי מה רבו צרי,יי,0,0
יי מה רבו צרי,מה,1,0
יי מה רבו צרי,צרי,3,0
עלה אשור ולקח,עלה,0,0
בימי פקח,בימי,0,0
בימי הושיע בן אלה,בימי,0,0
בימי הושיע בן אלה,בן,2,0
רבים קמים עלי,רבים,0,0
רבים קמים עלי,עלי,2,0
צר כהניף ידו,צר,0,0
צר כהניף ידו,כהניף,1,1
צר כהניף ידו,ידו,2,1
ושלח מלכיש עבדו,ושלח,0,1
ושלח מלכיש עבדו,עבדו,2,0
ופרעה נכה בבגדו,בבגדו,2,0
יי מה רבו צרי,יי,0,0
יי מה רבו צרי,מה,1,0
